"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 11 11:15:47 GMT 2022","Thu Aug 11 11:15:47 GMT 2022","163","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","requestCodeFromSmsWithCorrectDataTest","Запрос кода из смс при отправки корректных данных",""
"broken","Thu Aug 11 11:15:47 GMT 2022","Thu Aug 11 11:15:47 GMT 2022","188","","Проверка работы Ипотечного калькулятора","","tests.MortgageCalculatorTest","newBuildingCalculatorTest","Проверка расчета ЕП в новостройке",""
"broken","Thu Aug 11 11:15:46 GMT 2022","Thu Aug 11 11:15:47 GMT 2022","166","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithNotFullMobilePhoneTest","Наличия подсказки при написании неполного номера телефона",""
"broken","Thu Aug 11 11:15:45 GMT 2022","Thu Aug 11 11:15:45 GMT 2022","165","","Проверка страницы ""Инвестиции""","","tests.InvestmentsPageTest","downloadInstructionsTest","Скачивание файла инструкции",""
"broken","Thu Aug 11 11:15:45 GMT 2022","Thu Aug 11 11:15:45 GMT 2022","209","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","applicationForConnectingTheProgramCreditForGoodsTest","Заявка на подключение программы: ""Кредит на товар""",""
"broken","Thu Aug 11 11:15:43 GMT 2022","Thu Aug 11 11:15:44 GMT 2022","233","","Проверка работы формы заказа зарплатного проекта","","tests.SalaryProjectTest","checkThePossibilityToSendAnApplicationWithoutEmailTest","Проверка возможности отправить заявку без e-mail",""
"broken","Thu Aug 11 11:15:46 GMT 2022","Thu Aug 11 11:15:46 GMT 2022","193","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithIncorrectEmailTest","Наличия подсказки при вводе некорректного email",""
"broken","Thu Aug 11 11:15:47 GMT 2022","Thu Aug 11 11:15:47 GMT 2022","165","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintConsentToTheProcessingOfPersonalDataTest","Наличие подсказки на обязательное поле: согласие на обработку ПД",""
"broken","Thu Aug 11 11:15:43 GMT 2022","Thu Aug 11 11:15:43 GMT 2022","168","","Проверка работы формы заказа зарплатного проекта","","tests.SalaryProjectTest","checkSendApplicationWithIncorrectPhoneNumberTest","Невозможность отправить заявку с некорректным телефоном",""
"broken","Thu Aug 11 11:15:39 GMT 2022","Thu Aug 11 11:15:43 GMT 2022","4102","","Проверка работы формы заказа зарплатного проекта","","tests.SalaryProjectTest","checkHintsWhenSendingEmptyFieldsTest","Проверка наличия подсказок при отправлении пустых полей",""
"broken","Thu Aug 11 11:15:45 GMT 2022","Thu Aug 11 11:15:45 GMT 2022","163","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","applicationForConnectingTheProgramCarLoanTest","Заявка на подключение программы: ""Автокредит""",""
"broken","Thu Aug 11 11:15:47 GMT 2022","Thu Aug 11 11:15:47 GMT 2022","166","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithoutDateOfBirthdayTest","Наличие подсказки при неполной дате рождения",""
"broken","Thu Aug 11 11:15:44 GMT 2022","Thu Aug 11 11:15:44 GMT 2022","245","","Проверка страницы ""Инвестиции""","","tests.InvestmentsPageTest","openClassmatesLinkTest","Открытие страницы одноклассников по нажатию на иконку",""
"broken","Thu Aug 11 11:15:45 GMT 2022","Thu Aug 11 11:15:46 GMT 2022","175","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","applicationForConnectingTheProgramMortgageTest","Заявка на подключение программы: ""Ипотека""",""
"broken","Thu Aug 11 11:15:47 GMT 2022","Thu Aug 11 11:15:47 GMT 2022","168","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithNotFullNameTest","Наличие подсказки при написании неполного имени",""
